0,ABB
1,ABBV
2,AEP
3,BA
4,BAC
5,BBL
6,BP
7,BUD
8,C
9,CAT
10,CHL
11,CVX
12,D
13,DHR
14,DIS
15,EXC
16,GD
17,GE
18,HD
19,HON
20,HRG
21,HSBC
22,JNJ
23,JPM
24,KO
25,LMT
26,MA
27,MCD
28,MMM
29,MO
30,MRK
31,NGG
32,NVS
33,ORCL
34,PCG
35,PEP
36,PFE
37,PG
38,PM
39,PPL
40,PTR
41,SLB
42,SNP
43,SNY
44,T
45,TM
46,TOT
47,TSM
48,UN
49,UPS
50,UTX
51,V
52,VZ
53,WFC
54,WMT
55,XOM
